SOH,SOH
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.928243711,0.945526148
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.923163625,0.940318514
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
0.917674597,0.940331336
